,Papers co-authored with low or lower-middle income countries,No poverty: FWCI,No poverty: publications,Students receiving financial aid,Bottom financial quintile admission target,Bottom financial quintile student success,Low-income student support,Bottom financial quintile student support,Low or lower-middle income countries
student support,Local start-up assistance,Local start-up financial assistance,Programmes for services access,Policy addressing poverty
Technological University Dublin,30.5,80.1,32.6,65.8,83.3,0.0,83.3,83.3,33.3,100.0,100.0,33.3,75.0
Western University,76.3,74.5,99.7,94.6,33.3,0.0,100.0,100.0,83.3,100.0,100.0,83.3,83.3
University of Wollongong,75.7,89.1,94.1,51.3,83.3,83.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0
University of Waterloo,92.4,87.5,99.9,64.8,33.3,33.3,83.3,83.3,100.0,100.0,33.3,100.0,100.0
York University,67.2,71.9,99.4,60.4,83.3,0.0,100.0,100.0,33.3,100.0,100.0,100.0,100.0
University of Worcester,30.5,65.8,35.0,86.0,100.0,33.3,83.3,33.3,33.3,100.0,83.3,100.0,25.0
Western Sydney University,91.1,85.5,99.1,2.0,66.7,66.7,83.3,100.0,33.3,100.0,100.0,100.0,83.3
USAMV Cluj-Napoca,30.5,90.2,19.4,72.6,33.3,33.3,100.0,100.0,100.0,83.3,33.3,100.0,16.7
Waseda University,80.7,67.7,76.2,59.9,66.7,33.3,100.0,100.0,33.3,8.3,33.3,33.3,33.3
Zewail City of Science and Technology,30.5,20.1,0.0,97.9,83.3,83.3,33.3,33.3,33.3,83.3,33.3,33.3,33.3
UNSW Sydney,78.9,83.3,100.0,1.3,100.0,0.0,58.3,66.7,33.3,8.3,0.0,100.0,83.3
Utsunomiya University,30.5,20.1,0.0,78.0,0.0,0.0,75.0,0.0,33.3,8.3,33.3,100.0,25.0
University of Vigo,30.5,66.8,64.7,34.8,33.3,33.3,33.3,100.0,33.3,100.0,33.3,0.0,33.3
Voronezh State Technical University,30.5,20.1,0.0,81.2,66.7,0.0,66.7,33.3,50.0,33.3,0.0,0.0,0.0
World University of Bangladesh (WUB),30.5,20.1,0.0,68.2,33.3,33.3,33.3,33.3,100.0,83.3,33.3,33.3,41.7
Yamaguchi University,30.5,21.2,16.4,65.7,33.3,33.3,75.0,100.0,33.3,66.7,33.3,33.3,16.7
Yeditepe University,30.5,53.6,10.2,74.1,33.3,33.3,33.3,33.3,33.3,8.3,33.3,33.3,8.3
Yenepoya University,30.5,42.0,3.5,36.3,100.0,33.3,83.3,33.3,66.7,25.0,50.0,33.3,33.3
University Rey Juan Carlos,30.5,54.6,64.7,4.2,0.0,0.0,0.0,0.0,0.0,33.3,0.0,58.3,8.3
Urgench State University,30.5,20.1,0.0,1.6,83.3,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0
Uruk University,30.5,20.1,0.0,30.6,33.3,33.3,33.3,33.3,0.0,0.0,0.0,0.0,0.0
V.N. Karazin Kharkiv National University,30.5,23.6,13.4,0.1,33.3,33.3,8.3,33.3,100.0,83.3,0.0,33.3,16.7
Voronezh State University,30.5,20.1,3.5,68.5,33.3,33.3,8.3,33.3,33.3,33.3,33.3,33.3,16.7
Vrije Universiteit Amsterdam,84.0,87.2,100.0,0.0,0.0,0.0,0.0,33.3,0.0,33.3,33.3,33.3,58.3
Warsaw University of Technology,30.5,57.7,16.4,0.0,0.0,0.0,66.7,0.0,33.3,100.0,0.0,8.3,0.0
Western Caspian University,30.5,20.1,0.0,38.2,0.0,33.3,100.0,33.3,100.0,83.3,33.3,33.3,16.7
Yokohama City University,100.0,96.9,19.4,18.7,0.0,33.3,8.3,33.3,33.3,33.3,0.0,8.3,25.0
Zagazig University,30.5,42.0,13.4,12.6,33.3,0.0,100.0,33.3,33.3,33.3,0.0,0.0,75.0
Zanjan University of Medical Sciences,30.5,53.0,16.4,12.6,33.3,33.3,8.3,33.3,33.3,33.3,33.3,33.3,25.0
Zarqa University,30.5,20.1,3.5,17.9,33.3,33.3,33.3,33.3,83.3,83.3,33.3,33.3,0.0
Ziauddin University,30.5,20.1,3.5,68.8,33.3,0.0,8.3,0.0,33.3,33.3,0.0,33.3,8.3
Worldwide: Top,90.7,100.0,100.0,98.1,100.0,66.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Worldwide: 75%,54.6,74.5,60.7,74.2,66.7,33.3,100.0,100.0,83.3,100.0,66.7,83.3,66.7
Worldwide: Median,30.5,51.1,19.4,47.0,33.3,33.3,54.1,33.3,33.3,58.3,33.3,33.3,25.0
Worldwide: 25%,30.5,21.6,3.5,22.5,33.3,0.0,33.3,33.3,33.3,33.3,0.0,33.3,8.3
Worldwide: Bottom,30.5,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
